Experiment,Particle,E1,pt1,eta1,phi1
5880,j,293094,291974,-0.00643888,1.94176
5881,j,75149.8,71632.4,-0.295321,-1.31236
5882,j,222266,61666.6,1.95364,-1.78544
5883,j,432256,424529,-0.0353054,0.934073
5884,j,433984,144641,-1.75894,-0.391999
5885,j,389614,233558,-1.09347,2.92334
5886,j,1.03961e+06,90797.5,-3.12911,-2.25289
5887,j,163836,45543.3,-1.95098,-1.54888
5889,j,431238,249571,1.1427,2.36476
5890,j,205367,183867,-0.471602,-0.236436
5891,j,73881.7,72240,-0.0705533,-1.30205
5892,j,367833,336454,0.403471,-1.47208
5894,j,257688,254979,0.0896416,-2.78329
5896,j,316529,231102,0.833717,3.00371
5897,j,421281,182414,1.47861,-1.74284
5898,j,39369.2,23566.4,-1.09485,-0.987124
5899,j,597431,411215,-0.903334,0.647191
5900,j,130837,122569,0.259065,-3.0897
5901,j,108235,93014.2,-0.56249,1.85257
5902,j,355487,309283,-0.537039,-0.241675
5903,j,758230,322007,1.49519,3.06844
5905,j,306297,287431,0.297688,2.78647
5906,j,717358,291043,1.55089,-3.08802
5907,j,339159,83574.4,2.07801,-1.02566
5908,j,273743,105078,-1.60375,1.79036
5910,j,757019,272755,1.67932,-0.955889
5911,j,349104,80707.4,-2.14385,-0.891724
5912,j,258447,135408,1.26093,2.17001
5913,j,687022,494078,-0.855435,0.863714
5914,j,49952.5,48654.2,0.202322,-0.757019
5915,j,167953,73544.2,-1.45893,-0.248501
5917,j,685480,395805,-1.1427,-2.40496
5918,j,126949,82955.5,-0.975173,-1.45796
5919,j,286636,237831,0.622449,2.03802
5921,j,324318,152673,-1.38055,-0.0309642
5922,j,357588,105786,1.88732,0.0852576
5923,j,438001,29200.3,-3.39997,0.263166
5924,j,67036.4,66791,-0.0165333,2.37573
5925,j,484884,214378,-1.45508,0.0216404
5926,j,175060,171696,0.138242,0.540744
5927,j,1.23324e+06,704321,1.1589,-1.96005
5928,j,245310,72760.5,-1.8833,0.723055
5929,j,102817,94520,-0.399328,1.41973
5930,j,102628,71964.3,-0.884283,0.311485
5931,j,71056.6,36383.1,1.28071,1.83739
5932,j,193111,115677,1.09674,0.0787558
5933,j,209379,145107,0.902266,2.17635
5934,j,77276.3,66347.7,0.538999,-0.118432
5935,j,371334,359416,0.170007,2.67331
5936,j,398284,395912,-0.0344615,0.939846
5937,j,172555,120559,-0.887728,-0.100548
5938,j,465867,188053,-1.55185,-1.50915
5939,j,491269,394591,-0.677329,-2.75081
5940,j,189848,188204,0.116976,-2.95299
5941,j,146983,110128,0.780305,1.99083
5942,j,410065,263856,1.00731,-1.67101
5943,j,275304,266557,0.224376,-3.13293
5944,j,195976,48008.6,-2.08357,-0.167478
5945,j,383399,84970.1,2.18598,-2.80777
5946,j,825649,112497,-2.68156,0.106731
5947,j,349689,342024,0.0953647,2.14333
5950,j,120106,32628,1.97405,-0.397831
5951,j,530150,193324,1.6657,2.65725
5952,j,31664.7,29716.6,0.348018,-1.32531
5953,j,191283,184843,-0.17757,1.65274
5954,j,871417,263899,-1.86368,3.0608
5955,j,301112,189903,-1.0144,-2.51983
5956,j,84180.9,32668.4,-1.59621,-0.778127
5957,j,176422,52000.1,1.89196,-0.68614
5958,j,954854,161367,-2.46351,-0.652635
5959,j,150436,127434,-0.56367,0.0530309
5960,j,131010,108305,-0.629605,-0.043781
5962,j,285940,147751,1.27836,-0.763
5963,j,68329.3,66821,-0.0580307,2.13625
5964,j,1.4736e+06,232940,2.53143,1.26076
5965,j,215060,162558,-0.754307,-0.872281
5966,j,283153,94955.2,1.75447,0.33782
5967,j,239317,204608,0.562924,2.90829
5968,j,368193,224250,-1.07896,1.67135
5969,j,289227,109288,-1.62755,1.13577
5970,j,57102.6,56737.8,-0.0462814,1.16362
5971,j,176702,118700,0.933562,3.00015
5973,j,737896,151296,-2.26664,0.576277
5974,j,438109,136255,1.8348,1.51787
5975,j,507424,70920.4,-2.65588,1.12338
5976,j,175298,130237,-0.803084,-1.90235
5978,j,77534.2,50754.5,0.982655,1.68566
5979,j,342179,124728,1.6619,1.71275
5980,j,422097,93853.2,2.18391,-1.23289
5981,j,118830,102642,-0.532655,-0.81592
5982,j,245170,123365,1.3052,2.21062
5983,j,467699,230665,1.33059,-0.719545
5984,j,222545,171399,0.728038,-2.01159
5985,j,317950,314589,-0.120725,3.0614
5986,j,241214,91626.7,-1.62144,-0.400914
5987,j,161866,124288,-0.750377,-1.73861
5988,j,397705,294976,-0.80118,-3.06904
5989,j,205098,171297,0.596412,1.00248
5990,j,169744,163096,0.259024,1.20265
5991,j,114395,84538.9,0.806016,-1.05435
5992,j,278047,272420,-0.183752,3.07869
5993,j,606440,110817,2.3841,-1.7446
5994,j,1.05688e+06,130283,-2.7818,2.14781
5995,j,131905,121579,-0.305149,-1.59155
5996,j,1.17942e+06,115847,3.01113,-2.5586
5997,j,192318,183751,-0.137577,0.261332
5998,j,342194,174221,-1.29477,-0.263787
5999,j,107434,27491.3,2.03874,0.417934
6000,j,971000,249054,-2.03546,2.44573
6001,j,268905,57835.5,-2.21612,2.84808
6002,j,362797,216814,1.10149,-2.35182
6004,j,411192,91553.1,2.18065,-1.32212
6006,j,397049,330279,-0.614723,-1.26195
6007,j,92480.7,78768.8,0.538023,2.84819
6008,j,613939,43225.6,-3.34523,2.26279
6009,j,178735,49032.2,1.96573,-0.970613
6010,j,1.10856e+06,207919,2.35754,2.22001
6011,j,110911,108710,-0.152253,0.0946337
6012,j,124337,113770,-0.398755,2.17031
6013,j,222921,74355.7,-1.75953,-1.0835
6015,j,218240,99702,-1.40847,1.35385
6016,j,857465,245338,-1.92284,-1.8737
6017,j,1.29884e+06,267469,2.26239,-1.69196
6018,j,365066,135625,-1.63926,2.29805
6019,j,142163,115230,0.661776,-1.8495
6020,j,246800,187536,-0.752121,-0.710634
6021,j,422373,316505,0.775714,0.915111
6022,j,943658,225500,-2.10945,-0.932052
6023,j,277425,164982,1.10588,-2.01317
6024,j,498263,400317,-0.650604,-0.889689
6025,j,583368,171641,-1.89311,-2.89881
6026,j,143177,123714,0.532331,-1.12678
6027,j,169714,168629,0.0897008,1.42526
6028,j,137882,137241,-0.0173894,-0.200354
6029,j,274792,239822,0.480163,-1.14504
6031,j,106568,62383.2,-1.11227,-0.179938
6032,j,941609,154537,-2.49312,-2.6695
6033,j,507098,239008,1.38178,-2.26765
6034,j,559860,162128,1.90784,-0.375139
6035,j,66891.6,57668.4,-0.533327,-2.04199
6036,j,1.18693e+06,355426,-1.87399,1.98468
6037,j,592682,168522,1.92704,0.064143
6039,j,691008,223062,-1.79589,1.30991
6040,j,185777,171316,0.39168,-2.31916
6041,j,396670,43437.8,-2.90166,1.98641
6042,j,1.84272e+06,188119,-2.97242,0.129131
6043,j,578817,179998,-1.83473,-1.78927
6044,j,135536,80802.1,-1.0981,-2.1891
6045,j,222939,138636,1.04918,1.96564
6046,j,1.63898e+06,261690,2.52131,-2.2097
6047,j,83963.3,68112.4,0.638689,-0.760823
6048,j,47274.8,40841.4,-0.546854,-2.292
6049,j,220081,43442.2,-2.30545,0.39165
6050,j,557018,466642,0.597848,-1.38966
6051,j,253734,113779,-1.44001,-1.00334
6052,j,152770,148573,0.176352,1.81179
6053,j,283336,199218,0.877801,2.66914
6054,j,477161,428769,0.468571,1.47976
6055,j,1.11421e+06,413050,-1.64882,0.381212
6056,j,236690,175488,0.802336,-0.483259
6057,j,379930,138361,-1.66719,2.82229
6058,j,124239,51371,-1.51851,0.641717
6059,j,274076,272153,0.103488,-2.22843
6060,j,257728,212670,0.628992,2.16175
6061,j,242208,222480,-0.402252,-2.53571
6062,j,28208.7,24812.8,0.44426,-0.0466992
6063,j,471338,230748,-1.33956,-1.31511
6064,j,209400,202945,0.236699,0.578563
6065,j,430854,420073,0.206414,0.0577049
6066,j,57123.1,46093.5,-0.643243,0.177518
6067,j,790274,64325.1,3.1996,-2.41436
6069,j,115378,113929,0.131937,-0.087588
6070,j,564157,231112,-1.53564,-1.02999
6071,j,185884,128934,0.901455,2.01109
6072,j,99730.7,92586.8,0.356371,0.386856
6073,j,527160,469964,-0.482319,-3.05346
6074,j,409841,253719,-1.05021,-2.08028
6075,j,199781,167958,-0.594364,2.40605
6077,j,342607,135674,1.57127,-1.9828
6078,j,938442,170731,2.38874,-1.84265
6079,j,215964,179672,-0.621734,-0.106124
6080,j,209059,159795,0.735588,2.16313
6081,j,759462,439974,1.13865,-1.24453
6082,j,239243,157243,0.968083,-1.5077
6083,j,185298,70342.5,1.62224,-0.608957
6084,j,139685,31521.7,2.16684,0.11437
6085,j,104412,98728.3,0.325869,-2.17135
6086,j,140889,119551,-0.581237,-1.84781
6087,j,174241,110223,-1.02663,0.457911
6088,j,389072,381067,-0.191118,1.6107
6089,j,143446,117384,0.651056,2.961
6092,j,182319,166109,0.329588,-0.637684
6093,j,239136,238795,-0.0234429,0.282675
6094,j,168226,124672,0.789385,2.06165
6095,j,217181,213251,0.0188133,0.64291
6097,j,1.12751e+06,877725,0.733455,1.00371
6098,j,715386,419889,1.12461,-0.971591
6099,j,102223,30132.5,1.89069,2.76127
6100,j,196670,96580.9,-1.33383,2.24799
6101,j,240686,220306,-0.378518,-2.1064
6102,j,189068,78945.1,1.51528,2.42077
6103,j,68946,46523.6,-0.932912,-2.58698
6104,j,474428,350056,-0.80929,0.251863
6105,j,464273,187193,1.55787,0.202289
6107,j,266939,151664,-1.16219,-0.134033
6108,j,486817,157348,-1.79326,2.34364
6109,j,555630,203490,-1.6618,1.90593
6110,j,1.00719e+06,93268.6,-3.07029,-0.976372
6111,j,160219,145604,0.429379,0.730844
6112,j,122286,62184.7,-1.29476,0.135157
6113,j,114585,104475,-0.410799,-2.76727
6114,j,81283,52073.3,1.00815,0.108517
6115,j,207187,164038,0.690559,-0.525415
6116,j,304186,203825,0.941704,1.44667
6117,j,574394,564026,0.182466,-0.392111
6118,j,72345.9,27682,1.60567,1.27851
6119,j,320189,256139,-0.676356,-0.827761
6120,j,35259,31872.4,-0.456996,-1.38625
6121,j,86347.1,76468.5,0.49194,0.817714
6122,j,719212,202338,1.94034,1.81152
6123,j,429968,174674,-1.54096,0.0809921
6124,j,510756,212287,-1.52377,-1.15305
6125,j,379197,267812,-0.876236,0.455784
6126,j,71946.4,63423.8,-0.492334,2.12075
6127,j,200271,190145,0.27633,-1.53238
6128,j,72679.9,69274.5,-0.305229,1.85431
6130,j,219901,174789,0.694036,-0.10571
6131,j,122243,95556.8,-0.711394,2.01435
6132,j,73346.7,70987.8,0.198046,1.10904
6133,j,190972,56317.7,1.89067,1.59869
6134,j,342416,222931,-0.992093,0.785518
6135,j,128060,97435.5,-0.763579,-2.22036
6136,j,95875.1,83568.3,0.525072,1.64943
6137,j,231234,185857,0.662255,2.07478
6138,j,336866,313958,-0.340109,1.21343
6139,j,157826,157245,-0.0363369,-1.44848
6140,j,318171,32759.2,2.96374,-0.26046
6141,j,349693,184534,-1.24481,2.70778
6142,j,149256,125443,0.600736,-2.50871
6144,j,699505,462662,-0.95674,-1.87064
6145,j,361514,40448.8,2.87925,1.19083
6146,j,813998,195388,2.10452,-2.57829
6147,j,170377,37934.4,-2.18134,2.37248
6148,j,163232,70523.9,-1.46713,1.75663
6149,j,765170,116325,-2.57088,2.33318
6150,j,245038,238497,0.164403,0.720571
6151,j,67734.8,42787.9,1.02002,-2.26349
6152,j,1.01038e+06,281479,-1.95096,2.93546
6153,j,119044,87600,-0.799436,1.22856
6154,j,242145,115011,1.36743,0.438836
6155,j,118893,63169.3,1.23255,-0.564228
6156,j,769186,402150,1.26223,-0.52903
6157,j,190219,184471,-0.000536676,-1.43538
6158,j,2.27082e+06,246027,-2.91261,-0.591278
6159,j,251690,250760,-0.0233945,2.75203
6160,j,486686,258650,1.24458,2.48258
6161,j,613337,535017,-0.531042,-0.424546
6162,j,61175.9,34395.8,1.16792,0.0362537
6163,j,122468,118205,0.251406,-2.3687
6164,j,250065,216806,0.537464,-2.35031
6165,j,240786,113193,1.37929,-1.41544
6166,j,127056,83269.6,-0.971172,-0.78307
6168,j,712908,314851,-1.45718,-2.73094
6169,j,319100,185016,-1.14027,2.40547
6170,j,204700,69812.3,1.73602,-2.7492
6171,j,79445.1,50857.5,1.0006,0.564715
6172,j,1.13568e+06,96436.5,-3.15732,0.755773
6173,j,483913,260222,-1.23043,-1.9356
6174,j,306124,192965,1.0313,2.72074
6175,j,122439,112497,-0.379056,0.876108
6176,j,125835,124704,0.0809695,0.448984
6177,j,251680,211420,-0.58841,-1.11884
6178,j,154007,26268.9,2.45274,2.78493
6179,j,886549,278163,1.82631,2.52209
6180,j,117986,79251.2,-0.945363,-2.45369
6181,j,336103,182975,1.20817,2.09879
6182,j,242879,219767,-0.427739,1.27655
6183,j,575340,479543,-0.61767,-3.00808
6184,j,116290,111552,0.204017,1.18361
6185,j,303327,251587,-0.612052,0.281123
6186,j,2.09432e+06,242138,-2.84715,-1.59518
6187,j,36808.3,35224.4,0.232271,-1.54814
6188,j,260540,191759,-0.807814,-0.453623
6189,j,81284.8,78631,0.240726,-2.21099
6190,j,396830,94558.5,2.11281,-1.28569
6191,j,150405,148864,0.00321842,-1.26289
6192,j,1.35326e+06,551071,-1.54504,-1.31059
6193,j,197869,77223.6,-1.59227,1.08853
6194,j,215959,126829,-1.12011,1.28109
6195,j,678544,208392,1.84761,-2.25515
6196,j,52688.3,52026.2,-0.0954155,1.40878
6197,j,160195,69167.4,1.48076,0.308977
6198,j,300466,114475,-1.61589,-0.616026
6199,j,659810,269787,1.5379,-2.22092
6200,j,712869,146868,-2.26189,2.95534
6201,j,1.91771e+06,167542,-3.12879,0.332515
6202,j,34013.1,32577.1,0.229928,1.67842
6203,j,514640,69042,2.697,-1.84564
6204,j,172199,125971,-0.815216,1.26832
6205,j,137173,76336.8,1.17868,-0.777774
6206,j,322967,285209,0.504934,0.817594
6207,j,332695,322135,0.167971,-0.485933
6208,j,1.34176e+06,338812,-2.05268,-0.748638
6209,j,272747,264601,-0.0667148,1.20383
6210,j,198949,154752,-0.730193,-1.38194
6212,j,330539,196948,-1.09627,-0.707795
6213,j,980207,152971,2.54432,0.885193
6214,j,1.09676e+06,353074,-1.79875,-2.35263
6215,j,465113,237203,-1.2906,-2.71813
6216,j,337956,275198,-0.659984,-0.812629
6217,j,217520,52579.9,2.09669,1.93338
6218,j,492206,176210,-1.68502,-1.52511
6219,j,294549,125340,1.49737,0.142313
6220,j,238253,209170,-0.489506,2.137
6221,j,199137,149404,0.784572,1.32923
6222,j,218868,216139,0.0825429,-1.47255
6224,j,215201,165970,-0.720721,-2.16988
6225,j,320933,310473,-0.241893,2.4126
6226,j,360386,280586,0.735766,-2.0797
6227,j,263636,249944,-0.262279,-1.66853
6228,j,143779,87202.4,1.07966,0.961644
6229,j,254474,191158,0.771425,-3.05458
6230,j,638775,539114,0.596259,-0.20122
6231,j,400900,160446,1.56503,-1.9034
6232,j,322462,216014,-0.933491,-1.97717
6233,j,255261,253190,-0.0985924,-2.6969
6234,j,112375,104156,0.385483,-2.16863
6235,j,135414,86929.2,1.01152,2.99175
6236,j,369955,170763,-1.40618,1.31772
6237,j,419541,390561,-0.263583,-2.44898
6238,j,120377,116949,0.164994,2.18368
6239,j,600259,331631,-1.19727,2.00177
6240,j,41747.3,41315.3,0.105843,3.05112
6241,j,239712,172973,-0.821863,3.0082
6242,j,310097,146434,1.381,0.257273
6243,j,715942,211634,1.88813,0.994922
6244,j,1.99859e+06,651717,-1.78569,-2.34176
6245,j,702424,236427,-1.7514,1.65129
6246,j,383258,375885,-0.182253,2.42445
6247,j,1.23432e+06,1.22562e+06,-0.0450662,-0.646247
6248,j,805763,170632,2.23382,1.33898
6249,j,485138,141257,-1.9037,-1.92096
6250,j,231598,148722,1.00882,2.35554
6251,j,53014.8,50909,-0.181455,2.79745
6252,j,115852,96666.5,0.61437,0.743081
6253,j,189865,176480,-0.367693,-2.0604
6254,j,151052,95400.2,-1.00811,-2.82683
6255,j,437272,133462,-1.8551,1.46436
6256,j,262570,258564,0.0673507,3.0961
6257,j,148934,87178.8,1.12293,-1.87875
6258,j,237846,122725,1.2685,-0.727489
6259,j,345686,212262,1.06756,2.33473
6260,j,1.03984e+06,188207,2.39381,-0.395042
6261,j,2.16945e+06,174953,3.20883,1.84296
6262,j,95201.2,30464.9,1.80101,0.78828
6263,j,271666,208346,0.750907,-2.38998
6264,j,421540,207586,-1.33279,1.0356
6265,j,111720,88447.7,-0.694678,-0.458897
6266,j,649426,202724,1.83071,-1.19148
6267,j,226763,152012,0.944548,-1.50039
6268,j,666981,155642,-2.13341,2.75252
6269,j,878094,287652,1.78053,0.462541
6270,j,449392,194216,1.47894,2.1766
6271,j,298206,100806,1.74661,0.0532104
6272,j,265420,133332,-1.30175,2.20675
6273,j,353462,153338,-1.47642,2.694
6274,j,184886,160782,-0.519658,1.02888
6275,j,146483,44857.1,-1.85098,1.64929
6276,j,361122,173736,-1.35992,-2.13944
6277,j,291807,83605.3,1.92079,2.49149
6278,j,172802,165889,0.0454573,1.22011
6279,j,397458,339716,-0.573785,2.00942
6280,j,62038.6,60402.5,0.0745528,-0.592642
6281,j,121526,63048.7,1.26483,-0.682075
6282,j,393034,286149,0.837714,-3.05646
6283,j,436281,77552,-2.41168,0.347702
6284,j,105609,97039.7,-0.393196,-0.478448
6285,j,448473,186812,1.51891,-2.62396
6286,j,126645,117724,-0.381762,3.067
6287,j,177207,163695,-0.394437,1.16197
6288,j,114012,108946,-0.288281,-1.88876
6290,j,194383,141785,0.825042,-0.170306
6291,j,1.14189e+06,165574,2.61806,-2.86943
6292,j,634766,213543,-1.74981,-3.1146
6293,j,1.52956e+06,369199,-2.09841,-2.87832
6294,j,190224,139429,-0.81594,0.465416
6295,j,475951,110929,2.13368,1.57228
6296,j,419002,160421,1.61195,-1.83512
6297,j,796667,237562,1.87927,-1.2801
6299,j,582718,303606,1.26749,1.34875
6300,j,420388,143430,1.7378,-1.82937
6301,j,717634,40516.2,-3.56644,0.0514825
6302,j,67724.5,66573.8,-0.032674,1.87565
6303,j,276204,263158,-0.297551,-2.78615
6304,j,105352,57813.7,1.19047,2.75457
6306,j,28448.6,27051.3,0.290266,1.17912
6307,j,202648,95482.7,-1.38182,1.80945
6308,j,273663,198703,0.833846,-2.87068
6309,j,886223,80953.4,3.08407,1.46841
6310,j,250308,69620.3,1.95229,0.0245543
6311,j,119621,36570.3,1.84866,0.349332
6312,j,564317,120381,2.22474,0.557833
6313,j,481513,32662.8,-3.38245,1.03689
6314,j,197593,164242,0.623306,0.50612
6315,j,856969,144285,-2.46713,-1.36634
6316,j,77311.5,75106.5,0.197624,-2.74671
6317,j,439451,344202,0.726773,2.06028
6318,j,166075,145011,-0.528881,2.49343
6319,j,131839,57726.4,1.46504,-1.7013
6320,j,174251,171607,-0.0387646,-1.83878
6321,j,61737.2,41786.6,-0.925043,-1.47874
6322,j,57680,36973.1,1.00197,1.84643
6323,j,1.38597e+06,251730,-2.39051,-2.0108
6324,j,44049.2,43678.4,-0.116514,-2.55418
6325,j,228128,194488,0.576418,-2.41479
6326,j,80155.8,24001.1,1.87169,-1.99166
6327,j,283868,277276,-0.106509,-0.0209486
6328,j,447085,370265,0.592117,-1.31544
6329,j,356130,96978.9,1.97439,-1.13025
6331,j,465836,23937.2,-3.66078,-3.11647
6332,j,299859,275246,0.406159,-1.51429
6333,j,315338,107474,1.7365,-2.66638
6334,j,457004,320011,-0.881706,-2.313
6335,j,368647,309014,-0.584259,0.569954
6336,j,209534,204228,0.171652,2.22185
6337,j,1.03851e+06,27209.2,-4.33496,2.90452
6338,j,242468,144730,-1.09772,0.92372
6339,j,97964.8,91569.4,0.361601,-3.00871
6340,j,443288,100731,2.15954,-1.01888
6341,j,212026,89959,-1.49982,-2.53556
6342,j,333834,283067,-0.57944,2.01826
6343,j,155471,143096,-0.405287,-1.92719
6344,j,262003,235563,-0.454871,-2.93086
6345,j,271721,270605,0.0440835,-2.55497
6346,j,364114,31775,3.13001,-2.12268
6347,j,413624,240326,1.13612,2.13227
6348,j,782908,66773.7,3.15296,1.3078
6349,j,196499,98243.9,1.30846,0.494488
6350,j,118107,95116.7,-0.66746,1.40456
6352,j,96434.2,84749.6,0.511743,-3.09588
6353,j,190591,115034,-1.0835,1.41135
6354,j,207650,199240,-0.270426,-2.00026
6355,j,82114.9,78826.2,0.244616,2.54725
6356,j,148251,116385,0.710246,-0.842362
6357,j,298486,122038,-1.54158,0.516474
6358,j,263673,221535,0.598118,2.68543
6359,j,395224,235000,1.10482,1.98825
6360,j,177738,175731,-0.126573,-0.497915
6361,j,1.36683e+06,65444.6,3.73154,-2.83764
6362,j,245351,183441,-0.788034,-0.215017
6363,j,601125,265250,-1.45792,-2.52197
6364,j,200687,188717,-0.240538,1.36298
6365,j,243954,115180,-1.37699,0.446908
6366,j,54292.8,53849.5,-0.0226628,1.74376
6367,j,457863,448987,-0.174193,-0.565289
6368,j,1.73607e+06,151692,-3.12842,-0.888358
6369,j,579095,355630,-1.06418,0.760066
6370,j,156907,79799,1.2853,1.44828
6371,j,456223,60115.9,-2.71504,-2.62752
6372,j,928139,486511,-1.24772,-2.93155
6373,j,560627,181742,1.79159,-2.24427
6374,j,246917,159324,1.00302,1.7064
6375,j,560906,330306,-1.11966,1.99047
6376,j,534243,171910,-1.79926,0.672057
6377,j,1.74016e+06,188152,-2.91466,-2.29486
6378,j,445984,213121,-1.36818,0.203237
6379,j,245132,242484,-0.0384072,-1.45641
6380,j,135264,96291,-0.863806,-1.30774
6381,j,62488.8,60327.6,0.224288,-0.309789
6382,j,1.63049e+06,214908,-2.71516,-0.827438
6383,j,1.66548e+06,73393.8,-3.81465,0.768752
6384,j,153446,62129.4,1.55281,0.103972
6385,j,316199,211812,-0.950788,0.551091
6386,j,253745,246133,0.246049,-1.63426
6387,j,222219,113723,-1.28927,0.212856
6388,j,312847,230789,-0.776367,0.196785
6389,j,39559,26906.5,-0.929659,1.89377
6391,j,141279,137246,-0.142181,1.68578
6392,j,211150,210632,-0.037776,1.76676
6393,j,431095,66700.1,-2.55277,1.72182
6395,j,156224,152161,-0.222571,-1.83395
6396,j,408087,258903,-1.0269,1.53073
6397,j,268828,259144,0.153813,0.578428
6398,j,107526,106995,-0.0485649,2.43606
0,j,520092,108590,-2.2473,-1.85679
1,j,49649.1,30875.2,-1.03189,-1.7992
2,j,193865,44825.7,-2.14231,-0.965933
5,j,47443.5,46891.6,-0.00150656,2.45598
6,j,89818,39684.6,-1.44745,-1.27892
7,j,127675,28650.7,-2.17201,2.55359
9,j,125503,123705,-0.0631803,-0.190811
12,j,303643,121020,1.56791,-0.618577
13,j,72409.2,67555.4,-0.331235,-0.681056
14,j,104482,100633,0.0515449,-0.350064
15,j,267397,51333.6,-2.33361,-3.02705
16,j,51260.3,44105.6,0.537332,-1.60678
17,j,84404.9,82808.6,0.163234,-2.83561
18,j,89616.4,74095.6,0.621493,-2.4097
19,j,380664,61243.9,2.51245,-1.05481
22,j,326774,103781,-1.81083,2.8251
23,j,278641,25898.8,3.06639,0.312306
24,j,62484,43137.9,-0.913133,0.729353
25,j,137208,75952.8,-1.18717,0.467469
26,j,63387.4,31979.1,-1.30274,-0.253451
27,j,55872.6,55253,-0.0945492,1.53787
28,j,74400.6,53414.8,0.84038,-1.8045
29,j,51642,51286.6,-0.00171102,2.17065
30,j,442787,28734.6,-3.42677,2.44393
31,j,421281,188296,1.44285,-1.02508
33,j,484601,33659.1,-3.35897,-3.00365
34,j,317268,211386,-0.960599,1.69121
35,j,2.38653e+06,168426,3.34298,0.999591
36,j,70354.8,67895.8,0.239668,2.02868
37,j,138428,101488,0.810343,2.18804
38,j,106825,37521.8,1.70527,-2.7894
42,j,214127,94654.5,-1.45291,1.65831
43,j,31073.4,30775.6,-0.0079856,2.21299
44,j,455449,91467.2,2.28786,1.92969
46,j,69582.7,37184.6,-1.23083,-2.07674
47,j,149401,138793,-0.327695,2.92226
50,j,97036.4,92994.8,-0.141133,-0.466724
51,j,170439,143456,-0.589325,-2.97369
53,j,223295,194254,0.530975,-2.35518
54,j,89428.8,88157.1,0.0130881,-0.432969
55,j,84688,49485.7,1.12546,0.0692695
59,j,64630,58939,0.398385,-1.05884
60,j,137216,103906,-0.775898,-3.03852
62,j,71088.9,68316.2,0.223985,0.677404
65,j,187370,107637,1.15017,-2.97273
66,j,335138,91018,-1.97638,-3.0927
67,j,70606.8,29647.8,-1.50857,-2.96268
69,j,60316.7,56052.8,0.351803,-0.318948
70,j,95299.8,90462.6,0.271041,1.69556
71,j,143005,63529.9,1.44939,-1.7621
72,j,55080.4,35176.2,-1.01355,-1.57036
73,j,207658,144551,-0.894454,-1.88505
74,j,77289.5,74210.8,0.157592,2.22384
76,j,202029,80785.5,1.56619,-1.67622
77,j,69737.9,46720.4,-0.946426,0.315616
79,j,264298,228229,0.508023,2.71184
80,j,67531,64786.1,-0.251027,-2.20068
81,j,60393.9,36331.8,-1.08043,1.96081
83,j,413186,312829,0.779796,2.68609
84,j,182697,93558.7,-1.28331,-0.13333
86,j,159586,81192,-1.29135,-1.12407
87,j,80380.4,58702.5,0.826467,-2.28936
88,j,180778,27759.9,-2.56051,-2.97202
89,j,514887,128633,2.06379,2.50978
91,j,121724,40960.1,-1.75117,-1.72272
92,j,204256,143586,-0.885924,1.78052
96,j,114717,92834.8,-0.671457,-1.48707
97,j,237883,72708.2,-1.85149,1.50093
98,j,418242,190871,1.41646,0.924448
100,j,28555.8,24006.2,-0.548325,-1.0868
101,j,158653,90351.4,1.14651,1.08531
102,j,95354.2,28351.7,-1.87943,0.599244
104,j,88381.5,82195.3,0.374387,0.0949638
105,j,518794,277778,-1.23249,0.156937
106,j,205497,46155.2,-2.17327,2.45823
107,j,211034,182030,0.548618,-1.7257
108,j,78677.4,75785.1,0.0974145,0.754733
109,j,542985,218212,-1.55789,1.48275
110,j,170951,25111.8,2.60519,-0.359215
111,j,257354,45390.3,2.41907,-0.0170797
113,j,1.01559e+06,39685,3.93497,0.832421
114,j,694245,79187.6,2.86071,-1.0947
116,j,35660,31580.7,-0.440294,1.45116
118,j,71436,44797.5,-1.03933,0.642832
120,j,372809,97021.3,-2.02015,0.467931
121,j,84698.5,78746.2,0.298237,1.47857
122,j,349620,25954.7,-3.2922,-0.737083
124,j,33922.2,28205.2,-0.591558,-2.05112
125,j,1.05318e+06,106592,-2.98103,2.31612
126,j,226122,48954.2,2.20978,-0.424557
127,j,440210,92925.6,-2.23601,-1.92565
128,j,107911,58952.2,-1.21016,-0.62356
129,j,71724,23682.3,-1.77118,0.0551395
130,j,141155,75013.9,-1.23805,1.00746
131,j,296444,132044,-1.44663,-0.776665
132,j,68675,55538.7,0.660368,2.22662
133,j,205734,195876,-0.288903,-1.2306
136,j,417424,114306,-1.96796,0.938684
137,j,318407,110941,1.71458,0.797752
140,j,609343,123276,-2.28013,-2.71277
141,j,213589,109637,-1.27727,0.174219
143,j,59036.1,45497.6,-0.74799,-1.1199
145,j,141634,35700.9,2.05419,3.06925
146,j,88007.1,73815.5,0.608733,1.38471
147,j,621215,204064,1.77602,-0.892422
148,j,110640,99723.6,-0.421733,1.00704
150,j,530027,152947,-1.91297,-0.412552
152,j,106239,76354.3,0.835581,0.463563
154,j,228538,174637,0.758501,0.0844944
155,j,1.34316e+06,27108.3,4.59597,0.976652
156,j,204707,37159.8,2.38979,-1.18832
157,j,48394.8,40178.6,-0.62551,-0.617612
159,j,471802,109766,-2.1351,-0.961307
160,j,94556.6,70470.4,0.794827,2.2492
161,j,182308,24279.1,-2.7042,2.75625
162,j,248124,150321,1.08324,-1.75881
165,j,72428.5,50518.8,0.894474,0.754118
166,j,434144,34234.7,3.23168,-1.25881
